State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,address_for_geocode,latitude,longitude,reverse_address,location_name
Gujarat,Ahmedabad,2022,June,Monday,8:18,Fatal,1,Cycle,1,3,Hazy,Village Road,Dry,Dusk,Signs,102,64,Female,Expired,No,Curve,"Ahmedabad, Gujarat",23.0215374,72.5800568,"Dargah, Swami Vivekananda Road, Khadia, Ahmedabad - 380001, Gujarat, India",Swami Vivekananda Road
Uttar Pradesh,Lucknow,2021,December,Sunday,14:14,Minor,4,Two-Wheeler,1,1,Stormy,National Highway,Wet,Dusk,Signals,79,57,Female,Expired,No,Straight Road,"Lucknow, Uttar Pradesh",26.8381,80.9346001,"unnamed road, Ganesh Ganj, Lucknow - 226001, Uttar Pradesh, India",Ganesh Ganj
Andhra Pradesh,Vijayawada,2019,December,Thursday,19:40,Fatal,4,Truck,2,1,Stormy,Urban Road,Damaged,Dark,Signals,105,60,Male,Expired,No,Curve,"Vijayawada, Andhra Pradesh",16.5115306,80.6160469,"Kaleswara Rao Flyover, 1 Town, Vijayawada - 520001, Andhra Pradesh, India",1 Town
Assam,Unknown,2023,January,Tuesday,23:45,Fatal,1,Cycle,6,1,Clear,National Highway,Dry,Dawn,Signs,118,32,Male,Expired,Yes,Bridge,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Jammu and Kashmir,Unknown,2021,October,Monday,11:52,Fatal,4,Car,0,3,Hazy,Urban Road,Wet,Dark,Signals,53,22,Male,Expired,Yes,Curve,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
Mizoram,Unknown,2023,June,Thursday,8:19,Minor,4,Two-Wheeler,5,1,Rainy,Urban Road,Under Construction,Dark,Police Checkpost,72,65,Female,Valid,Yes,Curve,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Tamil Nadu,Madurai,2018,February,Wednesday,15:38,Serious,2,Truck,4,2,Rainy,State Highway,Damaged,Dark,Signs,66,69,Female,,No,Bridge,"Madurai, Tamil Nadu",9.9261153,78.1140983,"unnamed road, Arappalayam, Madurai - 625010, Tamil Nadu, India",Arappalayam
Maharashtra,Mumbai,2021,December,Monday,21:47,Serious,3,Two-Wheeler,10,1,Rainy,Urban Road,Wet,Dark,Police Checkpost,100,70,Male,Expired,Yes,Curve,"Mumbai, Maharashtra",19.054999,72.8692035,"Lal Bahadur Shastri Marg, L Ward, Mumbai - 400024, Maharashtra, India",L Ward
Punjab,Unknown,2019,February,Friday,18:20,Minor,1,Two-Wheeler,6,0,Clear,National Highway,Under Construction,Dusk,Police Checkpost,120,64,Female,Expired,Yes,Intersection,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
West Bengal,Durgapur,2022,May,Sunday,15:52,Fatal,1,Pedestrian,10,3,Hazy,State Highway,Wet,Dawn,Signs,111,47,Female,Expired,Yes,Bridge,"Durgapur, West Bengal",23.5350475,87.3380425,"unnamed road, Paschim Bardhaman, Durgapur - 713200, West Bengal, India",Paschim Bardhaman
Uttar Pradesh,Varanasi,2020,October,Saturday,12:43,Minor,3,Truck,5,0,Foggy,State Highway,Under Construction,Dark,Police Checkpost,105,49,Male,Expired,No,Intersection,"Varanasi, Uttar Pradesh",25.3356491,83.0076292,"unnamed road, Pilokothi, Varanasi - 221001, Uttar Pradesh, India",Pilokothi
Madhya Pradesh,Unknown,2018,March,Thursday,19:14,Serious,2,Two-Wheeler,3,3,Foggy,State Highway,Under Construction,Daylight,,81,18,Female,,No,Bridge,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
Andhra Pradesh,Visakhapatnam,2022,October,Friday,5:5,Minor,4,Auto-Rickshaw,1,5,Rainy,National Highway,Under Construction,Dusk,Signs,33,26,Male,Expired,Yes,Bridge,"Visakhapatnam, Andhra Pradesh",17.6935526,83.2921297,"unnamed road, Old Post Office Area, Visakhapatnam - 530001, Andhra Pradesh, India",Old Post Office Area
Chhattisgarh,Unknown,2022,September,Friday,17:58,Minor,3,Pedestrian,8,4,Rainy,Village Road,Under Construction,Dark,Signals,67,35,Male,Valid,No,Intersection,"Unknown, Chhattisgarh",21.5,82.0,"unnamed road, Baloda Bazar, - 493196, Chhattisgarh, India",Baloda Bazar
Jharkhand,Unknown,2022,March,Friday,11:58,Serious,4,Cycle,10,5,Rainy,National Highway,Under Construction,Daylight,Signals,84,56,Female,Expired,No,Curve,"Unknown, Jharkhand",23.75,85.5,"unnamed road, Ramgarh, - 825316, Jharkhand, India",Ramgarh
Sikkim,Unknown,2019,September,Wednesday,12:57,Fatal,2,Car,10,3,Rainy,National Highway,Wet,Daylight,Signals,41,34,Female,Expired,Yes,Intersection,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Punjab,Unknown,2022,September,Thursday,7:53,Serious,2,Pedestrian,1,3,Rainy,National Highway,Wet,Daylight,Police Checkpost,37,20,Male,,Yes,Curve,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
West Bengal,Durgapur,2020,February,Tuesday,10:34,Fatal,2,Truck,5,1,Rainy,National Highway,Wet,Dawn,Police Checkpost,108,68,Male,Expired,Yes,Bridge,"Durgapur, West Bengal",23.5350475,87.3380425,"unnamed road, Paschim Bardhaman, Durgapur - 713200, West Bengal, India",Paschim Bardhaman
West Bengal,Kolkata,2020,January,Saturday,3:34,Serious,2,Truck,0,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,48,27,Female,Valid,Yes,Curve,"Kolkata, West Bengal",22.5726459,88.3638953,"Chatterjee Lane, Bowbazar, Kolkata - 700073, West Bengal, India",Bowbazar
Tripura,Unknown,2019,August,Thursday,23:56,Minor,5,Truck,9,4,Foggy,National Highway,Dry,Dusk,Police Checkpost,73,19,Male,Valid,No,Curve,"Unknown, Tripura",24.0,92.0,"unnamed road, Dhalai, Manu - 799275, Tripura, India",Dhalai
Puducherry,Unknown,2019,October,Wednesday,11:48,Fatal,2,Two-Wheeler,10,5,Clear,State Highway,Dry,Daylight,Police Checkpost,60,70,Female,Valid,No,Bridge,"Unknown, Puducherry",11.93381,79.82979,"Petit Seminaire higher secondary school, 355, Needarajapayar Street, Grand Bazaar, Puducherry - 605001, Puducherry, India",355
Sikkim,Unknown,2019,November,Sunday,22:2,Fatal,1,Bus,3,3,Stormy,Urban Road,Dry,Dusk,,96,35,Male,Valid,Yes,Bridge,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Sikkim,Unknown,2018,July,Friday,11:10,Fatal,5,Auto-Rickshaw,4,5,Foggy,Village Road,Dry,Daylight,Signs,86,27,Female,Valid,No,Bridge,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Andhra Pradesh,Tirupati,2023,July,Sunday,16:34,Serious,3,Truck,10,3,Hazy,State Highway,Dry,Dark,Signals,40,27,Male,Expired,Yes,Curve,"Tirupati, Andhra Pradesh",13.6316368,79.4231711,"Gangamma Temple Road, Tirupati, Tirupati - 517500, Andhra Pradesh, India",Tirupati
Maharashtra,Nagpur,2023,July,Wednesday,2:5,Minor,3,Auto-Rickshaw,3,2,Rainy,State Highway,Wet,Dark,Police Checkpost,73,44,Male,,No,Curve,"Nagpur, Maharashtra",21.1498134,79.0820556,"Vasantrao Naik Government Institute of Arts and Social Sciences, NH53, Ramdaspeth, Nagpur - 440001, Maharashtra, India",NH53
Andhra Pradesh,Visakhapatnam,2018,December,Thursday,10:38,Minor,1,Car,2,5,Clear,State Highway,Damaged,Dark,Signals,88,41,Female,Expired,Yes,Intersection,"Visakhapatnam, Andhra Pradesh",17.6935526,83.2921297,"unnamed road, Old Post Office Area, Visakhapatnam - 530001, Andhra Pradesh, India",Old Post Office Area
Meghalaya,Unknown,2023,June,Wednesday,2:16,Fatal,3,Car,6,0,Rainy,Urban Road,Wet,Daylight,Police Checkpost,106,29,Female,Expired,No,Curve,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Nagaland,Unknown,2023,March,Monday,2:41,Fatal,1,Pedestrian,5,1,Foggy,State Highway,Dry,Dark,Signs,74,40,Female,Valid,Yes,Straight Road,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Meghalaya,Unknown,2023,March,Monday,7:38,Serious,4,Pedestrian,2,5,Stormy,State Highway,Wet,Dark,Signs,83,59,Female,Expired,No,Bridge,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Nagaland,Unknown,2020,August,Monday,18:16,Serious,2,Bus,8,4,Clear,National Highway,Dry,Dawn,Signs,54,47,Male,,Yes,Straight Road,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Manipur,Unknown,2023,July,Friday,17:7,Fatal,5,Auto-Rickshaw,10,0,Hazy,Village Road,Wet,Dawn,Police Checkpost,33,27,Female,,No,Curve,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Karnataka,Mysore,2023,June,Friday,4:36,Fatal,4,Two-Wheeler,6,2,Clear,Urban Road,Damaged,Dusk,Signs,113,37,Female,Expired,Yes,Intersection,"Mysore, Karnataka",12.3051828,76.6553609,"Mysore Palace, Sayyaji Rao Road, Vani Vilas, Mysuru - 570001, Karnataka, India",Sayyaji Rao Road
Gujarat,Vadodara,2018,January,Saturday,23:43,Fatal,4,Bus,0,4,Foggy,National Highway,Under Construction,Dawn,Signals,101,28,Female,Valid,Yes,Straight Road,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
Gujarat,Vadodara,2019,March,Monday,2:41,Fatal,1,Bus,10,1,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,89,51,Female,Expired,No,Straight Road,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
Arunachal Pradesh,Unknown,2021,December,Wednesday,17:54,Minor,3,Pedestrian,10,5,Hazy,Village Road,Under Construction,Dark,Signals,112,20,Female,,No,Straight Road,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
Uttar Pradesh,Kanpur,2020,October,Saturday,12:34,Fatal,2,Two-Wheeler,0,2,Stormy,Village Road,Under Construction,Dawn,,49,62,Male,,No,Intersection,"Kanpur, Uttar Pradesh",26.4609135,80.3217588,"Kalpi Road, Kanpur Nagar, Kanpur - 208022, Uttar Pradesh, India",Kanpur Nagar
Meghalaya,Unknown,2023,May,Monday,11:33,Minor,5,Two-Wheeler,4,5,Rainy,Urban Road,Under Construction,Dusk,Signals,30,34,Male,Valid,No,Intersection,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Manipur,Unknown,2022,January,Wednesday,17:30,Serious,5,Auto-Rickshaw,9,5,Stormy,National Highway,Damaged,Dark,Police Checkpost,48,51,Female,,Yes,Curve,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Andhra Pradesh,Tirupati,2021,November,Saturday,4:53,Fatal,5,Two-Wheeler,1,5,Rainy,Urban Road,Wet,Dawn,Police Checkpost,33,66,Male,Valid,Yes,Curve,"Tirupati, Andhra Pradesh",13.6316368,79.4231711,"Gangamma Temple Road, Tirupati, Tirupati - 517500, Andhra Pradesh, India",Tirupati
Himachal Pradesh,Unknown,2022,March,Saturday,13:16,Fatal,2,Car,8,5,Clear,National Highway,Wet,Dusk,,32,62,Female,Expired,Yes,Curve,"Unknown, Himachal Pradesh",32.176123,76.6980857,"Unknown Tea Shop, Jalsu Binwa Stream, Kangra, -, Himachal Pradesh, India",Jalsu Binwa Stream
Punjab,Unknown,2019,February,Friday,1:39,Fatal,4,Two-Wheeler,6,4,Rainy,State Highway,Dry,Dusk,Police Checkpost,112,62,Female,Expired,Yes,Straight Road,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Uttar Pradesh,Lucknow,2019,February,Monday,21:20,Minor,5,Pedestrian,3,4,Stormy,Village Road,Damaged,Dusk,Police Checkpost,65,21,Female,Expired,Yes,Intersection,"Lucknow, Uttar Pradesh",26.8381,80.9346001,"unnamed road, Ganesh Ganj, Lucknow - 226001, Uttar Pradesh, India",Ganesh Ganj
Tamil Nadu,Coimbatore,2022,June,Friday,1:59,Minor,2,Two-Wheeler,10,3,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,49,64,Male,,No,Curve,"Coimbatore, Tamil Nadu",11.0018115,76.9628425,"Station Flyover, Ward 25, Coimbatore - 641001, Tamil Nadu, India",Ward 25
Rajasthan,Udaipur,2023,July,Friday,11:38,Minor,3,Car,0,4,Clear,State Highway,Dry,Dark,Signals,32,25,Male,Expired,Yes,Straight Road,"Udaipur, Rajasthan",24.578721,73.6862571,"unnamed road, Udaipur, Udaipur - 313001, Rajasthan, India",Udaipur
Assam,Unknown,2023,October,Monday,10:13,Fatal,1,Cycle,5,1,Hazy,State Highway,Wet,Dusk,Signs,57,53,Female,Valid,No,Straight Road,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Karnataka,Bangalore,2022,January,Tuesday,2:8,Fatal,1,Auto-Rickshaw,10,4,Stormy,National Highway,Wet,Dawn,Signs,47,34,Female,Expired,No,Bridge,"Bangalore, Karnataka",12.9767936,77.590082,"Doctor B R Ambedkar Veedhi, Gandhinagar, Bengaluru - 560001, Karnataka, India",Gandhinagar
Tamil Nadu,Coimbatore,2019,November,Tuesday,16:20,Minor,1,Bus,9,2,Foggy,Village Road,Under Construction,Dawn,,94,55,Female,Valid,Yes,Straight Road,"Coimbatore, Tamil Nadu",11.0018115,76.9628425,"Station Flyover, Ward 25, Coimbatore - 641001, Tamil Nadu, India",Ward 25
Madhya Pradesh,Unknown,2023,September,Thursday,18:8,Serious,1,Auto-Rickshaw,5,0,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,115,20,Male,Expired,Yes,Bridge,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
Punjab,Unknown,2018,September,Monday,2:12,Serious,5,Two-Wheeler,0,5,Rainy,National Highway,Under Construction,Dark,,64,53,Male,Valid,Yes,Curve,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Uttar Pradesh,Lucknow,2019,February,Monday,11:49,Minor,1,Cycle,9,0,Hazy,National Highway,Under Construction,Dusk,Signs,105,61,Female,Valid,No,Intersection,"Lucknow, Uttar Pradesh",26.8381,80.9346001,"unnamed road, Ganesh Ganj, Lucknow - 226001, Uttar Pradesh, India",Ganesh Ganj
Puducherry,Unknown,2022,August,Wednesday,21:37,Serious,3,Pedestrian,1,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,105,23,Female,Expired,No,Straight Road,"Unknown, Puducherry",11.93381,79.82979,"Petit Seminaire higher secondary school, 355, Needarajapayar Street, Grand Bazaar, Puducherry - 605001, Puducherry, India",355
Rajasthan,Jaipur,2022,February,Friday,21:55,Fatal,3,Truck,4,4,Hazy,Village Road,Wet,Dusk,Signals,39,39,Female,Expired,No,Curve,"Jaipur, Rajasthan",26.9154576,75.8189817,"Mirza Ismail Road, Jaipur, Jaipur - 302001, Rajasthan, India",Jaipur
Jammu and Kashmir,Unknown,2022,April,Friday,3:43,Minor,1,Two-Wheeler,0,3,Hazy,National Highway,Under Construction,Dark,Police Checkpost,87,69,Female,,No,Intersection,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
Tripura,Unknown,2023,July,Thursday,7:25,Fatal,2,Pedestrian,0,1,Hazy,National Highway,Damaged,Daylight,Signs,95,66,Female,Expired,No,Straight Road,"Unknown, Tripura",24.0,92.0,"unnamed road, Dhalai, Manu - 799275, Tripura, India",Dhalai
Madhya Pradesh,Unknown,2019,December,Thursday,16:58,Fatal,3,Truck,4,3,Hazy,Village Road,Under Construction,Dusk,Signals,41,45,Male,Expired,No,Bridge,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
Odisha,Unknown,2020,October,Friday,13:19,Minor,2,Bus,10,4,Rainy,National Highway,Dry,Dawn,Signs,89,25,Female,,Yes,Intersection,"Unknown, Odisha",18.9668959,84.3684974,"Unknown Temple, Bhima point tracking Path, Gajapati, Burakhat, Odisha, India",Bhima point tracking Path
Rajasthan,Jaipur,2018,May,Monday,14:18,Minor,4,Bus,1,4,Hazy,National Highway,Wet,Daylight,Police Checkpost,77,70,Female,,Yes,Curve,"Jaipur, Rajasthan",26.9154576,75.8189817,"Mirza Ismail Road, Jaipur, Jaipur - 302001, Rajasthan, India",Jaipur
Gujarat,Vadodara,2019,November,Sunday,22:6,Fatal,4,Cycle,7,0,Clear,Urban Road,Damaged,Daylight,Signs,85,24,Male,,No,Straight Road,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
Maharashtra,Mumbai,2019,July,Tuesday,12:22,Serious,2,Bus,10,5,Hazy,State Highway,Dry,Daylight,Signs,111,60,Female,Expired,No,Bridge,"Mumbai, Maharashtra",19.054999,72.8692035,"Lal Bahadur Shastri Marg, L Ward, Mumbai - 400024, Maharashtra, India",L Ward
Gujarat,Vadodara,2020,May,Wednesday,7:10,Fatal,5,Bus,3,5,Stormy,Urban Road,Damaged,Daylight,,86,35,Female,,No,Straight Road,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
Bihar,Unknown,2018,November,Tuesday,0:39,Serious,4,Auto-Rickshaw,4,0,Clear,Village Road,Damaged,Dusk,Signs,82,64,Female,,No,Intersection,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Delhi,New Delhi,2022,December,Friday,10:59,Serious,2,Two-Wheeler,6,0,Stormy,State Highway,Wet,Dark,Signals,43,37,Female,Expired,Yes,Curve,"New Delhi, Delhi",28.6430858,77.2192671,"New Delhi, Foot Over Bridge 1, Central Delhi, Delhi - 110006, Delhi, India",Foot Over Bridge 1
Manipur,Unknown,2019,February,Sunday,11:27,Fatal,3,Cycle,3,0,Rainy,Village Road,Under Construction,Daylight,Signs,108,24,Female,Expired,Yes,Curve,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Jammu and Kashmir,Unknown,2020,April,Friday,6:31,Fatal,1,Bus,2,0,Rainy,National Highway,Damaged,Dusk,Signals,70,19,Female,Valid,No,Intersection,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
Madhya Pradesh,Unknown,2019,November,Friday,1:19,Serious,1,Cycle,1,3,Rainy,Village Road,Under Construction,Dark,Signals,64,25,Female,,No,Bridge,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
West Bengal,Kolkata,2023,July,Wednesday,17:55,Fatal,4,Cycle,2,1,Hazy,Urban Road,Wet,Dusk,Signals,86,20,Female,Expired,Yes,Curve,"Kolkata, West Bengal",22.5726459,88.3638953,"Chatterjee Lane, Bowbazar, Kolkata - 700073, West Bengal, India",Bowbazar
Meghalaya,Unknown,2022,January,Monday,23:55,Fatal,4,Truck,10,2,Stormy,National Highway,Wet,Daylight,Police Checkpost,57,34,Male,Expired,No,Straight Road,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Manipur,Unknown,2019,March,Friday,4:19,Fatal,3,Cycle,10,5,Stormy,Village Road,Dry,Daylight,Signals,49,63,Male,Valid,Yes,Bridge,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Arunachal Pradesh,Unknown,2021,October,Wednesday,1:28,Minor,1,Bus,5,3,Hazy,State Highway,Dry,Dusk,Signals,78,46,Male,,No,Bridge,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
Tripura,Unknown,2023,March,Tuesday,2:43,Serious,1,Truck,6,5,Stormy,National Highway,Dry,Daylight,Signals,71,36,Male,Expired,No,Bridge,"Unknown, Tripura",24.0,92.0,"unnamed road, Dhalai, Manu - 799275, Tripura, India",Dhalai
Maharashtra,Pune,2023,October,Wednesday,1:52,Minor,1,Two-Wheeler,5,5,Hazy,Village Road,Wet,Dark,Signals,75,70,Female,,Yes,Intersection,"Pune, Maharashtra",18.5213738,73.8545071,"unnamed road, Shaniwar Peth, Pune - 411002, Maharashtra, India",Shaniwar Peth
Mizoram,Unknown,2021,May,Sunday,16:54,Serious,3,Auto-Rickshaw,3,4,Clear,Village Road,Wet,Daylight,,80,60,Male,Expired,Yes,Intersection,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Arunachal Pradesh,Unknown,2019,October,Wednesday,11:26,Serious,2,Bus,6,1,Hazy,Urban Road,Wet,Dark,,65,66,Male,,Yes,Straight Road,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
Gujarat,Ahmedabad,2019,March,Sunday,3:22,Minor,1,Two-Wheeler,8,2,Stormy,Urban Road,Dry,Dusk,,38,68,Male,Valid,No,Straight Road,"Ahmedabad, Gujarat",23.0215374,72.5800568,"Dargah, Swami Vivekananda Road, Khadia, Ahmedabad - 380001, Gujarat, India",Swami Vivekananda Road
Assam,Unknown,2022,October,Friday,4:39,Serious,4,Cycle,3,3,Hazy,Village Road,Dry,Dawn,Signs,80,47,Male,Expired,Yes,Straight Road,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Manipur,Unknown,2021,September,Monday,15:1,Minor,2,Auto-Rickshaw,10,2,Foggy,Urban Road,Under Construction,Daylight,Signals,60,23,Male,Valid,Yes,Bridge,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Mizoram,Unknown,2023,July,Tuesday,7:52,Fatal,2,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Signals,103,63,Female,,Yes,Straight Road,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Sikkim,Unknown,2020,February,Monday,20:27,Serious,2,Truck,7,0,Foggy,State Highway,Dry,Dawn,Signals,54,57,Male,Valid,No,Straight Road,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Bihar,Unknown,2019,September,Monday,3:23,Serious,5,Bus,10,1,Foggy,Urban Road,Damaged,Dawn,Signals,48,25,Female,Valid,Yes,Intersection,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Sikkim,Unknown,2018,November,Wednesday,21:33,Fatal,2,Bus,4,0,Clear,Village Road,Under Construction,Dark,Signs,93,32,Male,Valid,Yes,Curve,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Karnataka,Mysore,2023,March,Thursday,1:20,Fatal,1,Bus,8,3,Hazy,National Highway,Dry,Dawn,Police Checkpost,62,20,Male,,Yes,Intersection,"Mysore, Karnataka",12.3051828,76.6553609,"Mysore Palace, Sayyaji Rao Road, Vani Vilas, Mysuru - 570001, Karnataka, India",Sayyaji Rao Road
Sikkim,Unknown,2020,January,Monday,2:56,Serious,2,Pedestrian,4,4,Hazy,National Highway,Dry,Dusk,Police Checkpost,63,63,Male,Valid,No,Intersection,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Kerala,Unknown,2022,July,Sunday,9:27,Minor,3,Cycle,8,1,Clear,Urban Road,Wet,Dusk,Signs,96,25,Female,Valid,Yes,Bridge,"Unknown, Kerala",9.9627112,76.2897971,"Manikkath Road, Perumanoor, Ernakulam - 680016, Kerala, India",Perumanoor
West Bengal,Durgapur,2021,November,Saturday,21:54,Fatal,5,Truck,9,1,Hazy,National Highway,Damaged,Dusk,Signs,59,40,Male,,Yes,Straight Road,"Durgapur, West Bengal",23.5350475,87.3380425,"unnamed road, Paschim Bardhaman, Durgapur - 713200, West Bengal, India",Paschim Bardhaman
Nagaland,Unknown,2023,October,Thursday,1:25,Fatal,3,Bus,2,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,40,46,Male,,Yes,Intersection,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Chhattisgarh,Unknown,2018,February,Wednesday,18:23,Serious,5,Cycle,8,5,Stormy,National Highway,Wet,Dusk,,30,59,Female,,No,Curve,"Unknown, Chhattisgarh",21.5,82.0,"unnamed road, Baloda Bazar, - 493196, Chhattisgarh, India",Baloda Bazar
Jammu and Kashmir,Unknown,2023,September,Thursday,21:45,Fatal,3,Auto-Rickshaw,8,3,Foggy,Village Road,Wet,Dawn,,51,44,Female,Valid,No,Straight Road,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
Kerala,Unknown,2019,May,Sunday,22:18,Fatal,1,Pedestrian,10,2,Foggy,National Highway,Under Construction,Dark,Signs,60,56,Male,Valid,Yes,Bridge,"Unknown, Kerala",9.9627112,76.2897971,"Manikkath Road, Perumanoor, Ernakulam - 680016, Kerala, India",Perumanoor
Gujarat,Surat,2021,January,Friday,7:24,Serious,2,Auto-Rickshaw,4,5,Rainy,State Highway,Wet,Dusk,Signs,94,48,Female,Expired,Yes,Curve,"Surat, Gujarat",21.2094892,72.8317058,"Ashkta Ashram Road, Surat, Surat - 395003, Gujarat, India",Surat
Goa,Unknown,2018,September,Tuesday,23:14,Fatal,2,Truck,5,4,Stormy,Urban Road,Under Construction,Daylight,Signs,59,42,Male,,No,Bridge,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Gujarat,Vadodara,2023,September,Monday,17:41,Minor,1,Auto-Rickshaw,7,5,Clear,National Highway,Damaged,Dusk,,99,53,Female,Valid,Yes,Curve,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
