State Name,Year,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Speed Limit (km/h),Driver Age,Driver Gender,Accident Location Details,Time_of_Day_Numerical,Alcohol Involvement_Yes
Delhi,2018,5,2,1,2,4,3,3,2,6,1,1,81,69,2,1,57480,0
Karnataka,2018,5,5,2,4,4,2,2,1,4,6,1,89,57,2,1,56520,0
Karnataka,2019,5,2,1,2,7,3,5,1,5,6,3,76,47,1,1,19560,1
Madhya Pradesh,2022,5,1,0,4,1,7,3,4,6,1,3,32,69,1,4,3780,1
Manipur,2021,5,4,2,5,4,6,1,4,6,2,2,104,38,1,1,69900,1
Gujarat,2019,5,5,1,3,6,4,0,2,4,1,1,107,23,2,8,37380,1
Rajasthan,2018,5,6,0,1,4,9,2,2,6,2,3,79,64,1,1,15840,0
Tamil Nadu,2021,5,4,0,2,7,1,5,1,5,5,3,84,30,1,1,19740,1
Karnataka,2018,5,6,2,3,1,0,3,7,6,1,2,98,54,2,8,24300,0
Arunachal Pradesh,2021,5,5,1,3,2,1,4,4,4,1,2,51,21,2,1,10560,0
Uttarakhand,2023,5,6,0,2,6,9,4,7,6,2,3,66,65,1,7,43500,0
Punjab,2018,5,6,0,1,2,8,1,2,5,5,3,74,49,1,4,14280,0
Chhattisgarh,2019,5,2,2,5,8,0,1,1,5,6,1,33,37,1,1,57600,0
Sikkim,2023,5,7,1,4,1,0,1,7,4,2,3,59,23,1,1,26340,1
Chandigarh,2022,5,6,1,4,7,7,2,1,6,1,1,64,67,1,8,64680,0
Delhi,2023,5,2,2,5,7,7,2,2,6,6,4,62,25,1,4,38640,1
West Bengal,2021,5,7,0,1,7,7,4,7,5,2,1,51,54,1,1,13920,1
Chhattisgarh,2018,5,4,0,4,7,9,3,1,4,1,2,40,36,1,4,28140,0
Uttarakhand,2018,5,6,0,4,6,1,4,7,6,1,4,44,53,2,1,6180,0
Maharashtra,2021,5,6,2,5,7,9,4,7,6,1,2,85,21,1,1,71700,1
Manipur,2022,5,3,2,3,1,10,3,4,5,5,1,114,18,2,1,13980,0
Goa,2020,5,4,2,2,7,3,1,4,4,1,3,81,42,2,7,59340,1
Haryana,2022,5,7,0,3,7,9,2,7,4,5,3,33,46,1,7,20100,1
Uttar Pradesh,2022,5,5,2,1,1,5,2,7,4,6,3,72,53,1,1,780,0
Jammu and Kashmir,2020,5,4,0,3,2,10,2,2,4,6,2,112,54,2,4,21180,0
Assam,2020,5,4,2,4,7,9,3,7,6,5,3,38,58,1,1,27480,1
Nagaland,2018,5,4,2,3,7,1,3,4,6,6,3,44,65,1,1,47880,0
Gujarat,2022,5,3,0,2,4,9,4,2,5,6,4,117,54,2,4,27660,0
Uttar Pradesh,2023,5,4,0,3,7,4,5,2,6,2,1,44,24,1,8,79020,1
Kerala,2021,5,4,2,1,2,1,4,1,4,5,1,106,41,2,4,2940,1
Jammu and Kashmir,2020,5,7,1,3,8,3,1,7,6,2,2,94,70,2,4,26340,0
Maharashtra,2023,5,2,0,1,2,1,2,1,5,2,2,46,29,1,4,14940,1
Uttar Pradesh,2018,5,2,2,3,6,0,0,7,5,1,2,53,55,1,8,82320,1
Punjab,2019,5,7,0,1,8,3,4,7,4,6,4,36,51,2,1,62940,1
Rajasthan,2020,5,5,2,5,2,6,1,4,6,6,2,113,58,2,8,17040,0
Gujarat,2021,5,7,0,5,7,8,1,7,6,5,3,66,60,2,7,82380,1
Mizoram,2020,5,6,0,3,4,10,2,4,4,5,2,89,49,2,4,64620,0
Kerala,2019,5,2,2,2,8,4,1,7,4,5,2,63,59,1,8,30120,0
Uttar Pradesh,2018,5,6,2,1,8,7,5,1,6,5,1,81,39,1,8,31860,0
Odisha,2019,5,3,2,1,7,2,3,7,5,6,1,37,64,2,4,77820,1
Uttarakhand,2020,5,5,2,3,4,6,0,1,6,6,2,39,54,1,7,77340,0
Maharashtra,2021,5,7,1,2,1,4,4,4,6,1,3,72,24,2,1,37500,1
Madhya Pradesh,2021,5,7,2,4,7,4,2,2,6,5,4,54,28,1,1,23760,1
Nagaland,2023,5,6,0,4,1,1,5,7,6,6,3,95,18,1,7,49200,0
Goa,2020,5,1,0,2,7,9,1,7,6,5,1,114,22,2,7,71460,0
Jammu and Kashmir,2020,5,5,1,5,4,6,0,2,6,1,2,112,34,2,8,44820,0
Kerala,2020,5,3,0,2,4,3,0,2,4,5,3,57,29,2,4,47580,0
Karnataka,2018,5,3,0,5,8,9,0,4,6,2,4,100,45,1,7,21780,1
Delhi,2020,5,6,2,3,2,1,2,2,4,5,4,87,57,2,1,33720,0
Punjab,2022,5,1,2,3,2,3,0,7,6,5,4,32,48,1,4,70320,1
Tripura,2023,5,6,2,5,8,7,2,1,6,1,2,81,43,1,7,18480,1
Rajasthan,2019,5,6,1,2,4,8,3,7,6,1,2,39,68,2,1,54960,0
Uttar Pradesh,2021,5,4,1,2,6,6,1,2,5,2,2,54,47,2,7,74040,1
Puducherry,2020,5,4,0,1,7,6,5,1,6,5,3,41,58,1,1,53400,0
Rajasthan,2021,5,7,2,1,6,5,1,7,5,2,4,106,51,2,1,7440,0
Chandigarh,2019,5,5,1,4,7,1,4,7,6,2,2,39,53,1,8,49080,0
Assam,2022,5,6,0,5,8,2,4,7,6,6,4,36,37,2,7,84720,1
Meghalaya,2022,5,7,2,5,8,1,5,4,6,1,2,103,65,2,8,17160,1
Uttar Pradesh,2023,5,2,1,1,1,6,2,2,4,1,3,80,41,2,7,27240,0
Uttar Pradesh,2020,5,4,0,5,7,5,0,4,6,2,1,44,49,2,4,12180,0
Kerala,2020,5,4,2,4,6,2,1,7,6,2,3,63,24,2,7,46200,1
Telangana,2021,5,1,0,3,1,4,0,1,6,2,2,53,62,2,7,18000,0
Madhya Pradesh,2020,5,3,2,4,7,5,4,1,6,2,2,60,29,2,7,71160,1
Himachal Pradesh,2019,5,5,0,1,2,9,0,7,5,1,2,108,44,2,4,76740,0
Assam,2019,5,5,1,4,2,0,4,4,5,6,3,36,25,1,7,6480,0
Meghalaya,2023,5,5,2,5,8,0,4,1,6,6,1,38,30,2,8,10260,0
Karnataka,2023,5,7,2,2,7,1,4,4,6,1,4,48,56,1,7,3900,1
Gujarat,2021,5,3,2,2,2,2,3,2,6,6,2,102,68,1,4,29160,0
Delhi,2020,5,3,1,1,6,7,5,2,6,2,2,108,37,2,8,74520,1
Mizoram,2021,5,1,1,5,7,7,3,4,5,2,1,33,56,1,7,70860,0
Tamil Nadu,2020,5,7,2,4,7,1,3,2,6,6,3,75,30,1,8,19740,0
Jammu and Kashmir,2020,5,1,1,2,2,9,1,1,6,5,3,41,22,1,1,46020,0
Jammu and Kashmir,2023,5,7,2,3,7,5,1,4,5,5,2,70,56,1,4,85980,1
Delhi,2018,5,6,2,5,4,7,1,7,5,6,2,109,24,2,4,38940,0
Jammu and Kashmir,2020,5,4,1,5,7,7,2,2,6,5,2,82,55,1,8,11400,1
Delhi,2021,5,4,2,4,1,0,2,4,6,2,4,37,20,2,8,82020,0
Nagaland,2019,5,3,2,3,2,1,5,7,4,5,2,51,26,2,8,39000,1
Telangana,2023,5,5,0,3,7,0,3,1,6,1,4,49,21,1,1,69540,0
Tamil Nadu,2020,5,3,2,5,4,2,0,2,6,1,1,53,40,1,8,79740,1
Chandigarh,2018,5,3,2,5,4,9,3,1,6,5,1,73,57,2,4,12780,1
Goa,2021,5,5,2,4,4,8,5,7,4,5,3,92,52,2,8,24300,1
Odisha,2022,5,5,2,3,1,5,1,7,6,6,4,51,56,2,4,62040,1
Nagaland,2019,5,3,0,2,7,9,3,1,6,1,4,106,70,2,8,81960,1
Andhra Pradesh,2018,5,4,2,4,8,3,3,4,6,5,2,34,43,1,1,41280,1
Gujarat,2020,5,6,0,2,4,4,2,7,5,6,2,76,55,2,4,1500,1
Maharashtra,2021,5,3,2,3,2,5,2,2,5,2,3,96,39,2,7,26460,1
Himachal Pradesh,2020,5,3,2,3,8,6,3,4,5,6,2,109,58,1,1,2580,1
Haryana,2020,5,7,1,4,4,5,2,7,4,1,1,106,44,2,7,29400,1
Bihar,2023,5,2,2,1,7,1,4,7,6,6,1,50,24,1,8,33480,1
Jammu and Kashmir,2022,5,1,2,5,4,5,1,7,5,2,1,82,44,2,7,83220,0
Punjab,2021,5,7,2,3,7,8,5,7,4,5,1,112,19,2,1,14400,1
Kerala,2019,5,2,2,3,6,6,3,7,6,2,4,41,50,2,1,57840,1
Mizoram,2021,5,1,2,1,7,3,1,2,6,2,4,110,48,2,1,4200,1
Goa,2019,5,6,2,1,7,7,2,4,6,1,3,54,44,2,4,64500,1
Bihar,2023,5,3,1,1,7,9,5,1,4,1,2,118,24,2,8,10200,1
Andhra Pradesh,2018,5,6,2,1,6,7,1,2,4,6,2,49,41,1,8,68640,0
Karnataka,2020,5,6,2,4,7,0,1,1,4,6,2,96,18,1,7,25980,1
West Bengal,2021,5,5,2,2,4,10,1,7,4,2,2,81,19,1,1,37860,0
Chhattisgarh,2018,5,2,0,3,7,1,1,1,6,5,4,75,30,2,7,54360,0
Karnataka,2019,5,3,1,3,8,7,5,4,5,6,3,82,24,2,4,19740,1
Nagaland,2018,5,3,1,3,6,3,3,7,6,6,3,63,68,2,4,62820,0
Jammu and Kashmir,2022,5,2,2,5,7,4,5,7,4,1,3,68,51,2,7,48360,1
Madhya Pradesh,2020,5,2,2,3,2,2,4,2,6,2,2,41,70,2,1,70740,1
Meghalaya,2018,5,4,0,1,7,2,1,7,6,2,1,114,59,2,7,20640,1
Puducherry,2023,5,4,2,5,7,9,4,2,6,6,1,76,26,1,4,31980,0
Tamil Nadu,2021,5,7,2,1,2,10,2,2,5,2,1,90,54,1,7,81420,0
Meghalaya,2022,5,4,2,3,6,8,1,4,5,5,3,88,48,1,4,35400,0
Goa,2022,5,4,1,5,1,8,5,2,6,5,1,113,45,2,1,49020,0
Delhi,2021,5,6,1,1,1,10,3,7,5,2,1,30,51,2,8,71460,1
Andhra Pradesh,2020,5,5,0,3,1,2,3,1,5,5,2,30,69,1,8,22140,0
Arunachal Pradesh,2018,5,3,0,2,8,9,3,2,4,5,4,49,54,2,1,45360,0
Delhi,2020,5,5,0,5,8,8,2,1,6,2,2,89,41,2,7,12300,0
Chandigarh,2023,5,5,1,4,1,6,5,4,6,1,3,86,67,1,8,33360,1
Haryana,2020,5,3,0,4,6,6,3,2,6,5,3,106,44,2,1,67800,0
Andhra Pradesh,2019,5,6,0,5,7,4,3,1,6,6,1,103,67,1,4,69120,1
Assam,2020,5,2,2,3,6,0,2,4,6,5,3,103,41,2,4,41040,1
Jammu and Kashmir,2019,5,2,1,4,6,7,0,4,5,5,3,112,19,1,1,5520,1
Chhattisgarh,2020,5,5,0,3,7,10,5,2,6,2,4,99,53,2,7,27180,1
Mizoram,2020,5,2,2,3,7,6,2,2,4,5,2,116,36,1,4,6720,1
Maharashtra,2018,5,1,1,4,8,0,3,4,4,5,4,72,45,1,8,4140,0
Andhra Pradesh,2020,5,1,1,3,2,6,5,7,6,2,1,118,27,2,8,72540,1
Chandigarh,2022,5,7,1,4,4,6,1,7,6,2,1,98,48,2,7,36240,1
Tripura,2022,5,1,1,4,7,9,1,4,5,2,3,119,60,1,4,47160,0
Telangana,2020,5,4,0,4,2,0,3,7,6,2,4,58,48,2,8,68880,1
Odisha,2022,5,4,1,2,1,8,4,4,4,1,4,63,46,1,7,19860,1
Andhra Pradesh,2018,5,4,1,3,8,8,4,7,5,2,1,75,36,1,7,21660,1
Kerala,2020,5,5,2,1,1,2,4,2,6,5,4,46,51,1,7,50160,1
Chhattisgarh,2018,5,6,1,2,7,8,5,1,4,5,1,65,52,2,7,49080,0
Manipur,2018,5,6,1,3,7,5,1,4,4,6,2,109,23,1,1,49080,0
Uttarakhand,2021,5,2,0,3,8,9,5,2,6,1,3,91,37,1,7,70380,1
Meghalaya,2020,5,3,0,5,2,8,3,2,6,1,4,97,59,2,8,15240,0
Manipur,2018,5,3,0,4,7,1,3,1,4,1,3,119,23,1,4,82200,1
Uttar Pradesh,2018,5,7,1,1,7,10,0,7,6,1,2,89,42,2,4,78000,1
Odisha,2018,5,7,1,4,1,7,1,7,6,6,4,73,64,2,4,81600,1
Manipur,2023,5,3,2,4,6,7,3,1,6,6,1,117,65,2,7,13620,0
Chandigarh,2019,5,2,0,1,7,1,5,2,6,2,2,72,22,2,4,14520,0
Rajasthan,2020,5,1,2,3,7,7,0,7,5,5,3,58,61,2,1,45360,1
Uttarakhand,2021,5,2,2,4,7,7,3,2,4,2,1,105,64,1,1,83400,0
Punjab,2018,5,1,0,5,8,2,5,7,6,2,3,108,39,1,4,37860,1
Tripura,2019,5,6,1,5,2,3,4,7,4,6,3,67,48,2,7,78600,0
Arunachal Pradesh,2020,5,5,1,1,2,10,3,2,6,2,4,52,32,2,1,27720,0
Delhi,2020,5,2,1,4,4,4,0,7,4,2,1,36,24,2,1,63360,1
Telangana,2021,5,4,2,2,7,5,5,1,5,1,3,120,43,1,8,79020,0
Chandigarh,2020,5,3,1,1,7,1,4,7,5,6,3,66,30,2,8,22260,0
Maharashtra,2018,5,7,1,4,1,3,3,7,6,6,1,63,39,1,4,6540,1
Jharkhand,2020,5,4,1,5,6,6,3,1,4,1,4,118,68,2,1,24780,0
Sikkim,2021,5,1,0,3,1,6,4,2,5,6,3,38,20,1,1,4260,0
Chhattisgarh,2023,5,2,2,5,4,1,4,4,6,5,2,113,66,2,4,5220,0
Nagaland,2021,5,4,1,3,7,7,4,7,5,5,3,40,53,2,8,23760,0
Kerala,2020,5,1,0,5,2,10,3,7,5,6,4,64,68,2,7,46740,1
Delhi,2020,5,7,0,4,7,1,3,2,4,5,1,92,69,2,8,20940,0
Haryana,2018,5,3,0,2,1,0,0,2,6,6,2,58,45,1,8,4440,1
Arunachal Pradesh,2022,5,7,0,2,7,0,0,4,6,2,4,107,38,2,7,43200,0
Maharashtra,2020,5,3,1,3,1,5,2,1,4,2,1,68,55,1,7,6660,1
West Bengal,2021,5,4,1,3,4,8,2,7,5,1,4,53,68,2,8,65520,1
Karnataka,2020,5,5,2,5,6,9,3,1,6,2,1,46,27,2,7,59400,1
Odisha,2021,5,7,2,1,8,10,4,7,4,1,1,66,50,2,1,59280,0
Goa,2018,5,1,1,3,6,7,0,7,6,5,2,47,65,2,4,81900,0
Jharkhand,2022,5,7,0,3,2,3,4,2,6,6,4,89,62,2,7,16440,0
Assam,2022,5,7,0,3,4,4,5,2,4,5,1,113,18,1,1,6540,1
West Bengal,2023,5,2,0,3,4,3,0,7,6,6,4,82,53,1,7,4080,1
Chandigarh,2021,5,7,0,1,1,6,1,7,6,6,1,63,27,1,1,12540,1
Arunachal Pradesh,2020,5,2,1,1,7,9,1,4,5,2,1,72,29,1,4,45960,0
Kerala,2023,5,6,0,3,4,2,2,7,4,2,1,65,52,1,8,83520,0
Mizoram,2018,5,6,2,3,1,6,4,2,5,6,1,103,52,2,4,41700,1
Jammu and Kashmir,2019,5,7,1,2,7,7,4,4,6,5,4,108,45,2,4,61800,0
Chhattisgarh,2021,5,7,2,5,7,2,2,4,6,5,1,86,21,2,1,42600,0
Kerala,2019,5,3,2,4,2,10,2,2,5,1,4,52,63,2,4,38640,1
Jammu and Kashmir,2021,5,5,1,3,1,0,3,7,4,5,3,107,66,1,1,12300,0
Kerala,2023,5,3,1,5,2,7,3,2,6,5,4,93,25,1,8,77880,1
Haryana,2020,5,4,0,3,4,5,4,7,4,1,2,77,35,2,1,78300,0
Puducherry,2022,5,6,0,1,8,3,3,1,4,6,1,75,38,1,7,58380,0
Odisha,2021,5,1,0,2,8,8,0,4,6,6,1,82,57,1,4,33180,1
West Bengal,2023,5,1,1,3,8,0,5,2,6,2,3,88,69,2,4,8580,1
Mizoram,2021,5,6,2,5,7,9,0,7,6,1,1,96,62,1,8,83760,1
Nagaland,2019,5,4,1,4,6,1,2,7,6,1,2,120,61,2,7,11160,1
Karnataka,2020,5,5,0,5,1,1,3,4,6,2,4,45,66,2,8,84120,0
Delhi,2020,5,5,0,5,4,0,1,7,6,5,3,83,40,1,8,64980,1
Jammu and Kashmir,2023,5,2,0,5,2,9,0,1,6,6,2,35,27,1,7,5760,0
Karnataka,2021,5,7,0,4,4,8,1,7,6,5,1,44,29,2,1,3120,1
Gujarat,2019,5,6,0,4,8,6,3,7,6,5,4,90,26,2,1,19080,0
West Bengal,2018,5,5,1,4,7,8,0,2,4,1,2,60,49,1,7,66180,1
Bihar,2019,5,4,1,1,8,8,3,7,5,1,2,67,61,2,8,81300,0
Haryana,2018,5,1,0,1,4,5,1,7,4,2,2,96,58,1,8,19080,1
Himachal Pradesh,2018,5,3,2,1,1,10,5,7,6,5,4,47,63,1,8,15720,1
Telangana,2018,5,5,0,4,6,9,4,7,5,6,4,94,21,2,4,4140,1
Telangana,2023,5,7,2,3,7,2,5,1,6,2,4,54,23,2,1,45960,1
Andhra Pradesh,2023,5,5,2,2,2,1,2,1,6,1,3,54,24,2,7,52380,0
Chhattisgarh,2023,5,1,1,1,1,7,0,7,4,6,4,111,33,1,4,65820,1
Andhra Pradesh,2023,5,3,2,5,1,1,1,7,4,2,1,60,42,1,8,83100,1
Uttar Pradesh,2019,5,7,2,3,2,10,0,4,6,5,1,113,20,2,8,29400,1
Nagaland,2019,5,1,0,5,8,2,5,1,5,5,3,68,69,1,8,62700,1
Puducherry,2020,5,4,2,2,2,6,2,4,6,6,4,98,25,1,1,1920,0
Tamil Nadu,2018,5,4,1,5,6,8,2,2,5,2,4,60,58,2,7,45900,0
Maharashtra,2023,5,3,1,1,4,8,5,2,5,6,1,79,60,2,7,76020,1
Bihar,2020,5,3,2,1,8,9,5,7,6,1,2,50,47,2,1,18720,0
Maharashtra,2023,5,3,0,5,4,2,4,1,6,2,4,119,69,2,1,25680,0
Rajasthan,2018,5,7,1,1,6,0,4,2,4,6,4,35,57,2,8,58200,1
West Bengal,2023,5,2,1,4,2,0,3,7,6,6,4,82,27,1,1,23460,0
Assam,2018,5,1,0,3,6,9,3,7,6,5,4,118,70,2,1,58680,1
Jharkhand,2022,5,5,1,5,7,5,2,7,5,1,3,49,54,1,7,29220,0
Chhattisgarh,2021,5,4,1,5,4,3,2,7,4,2,4,66,35,2,7,25800,1
Manipur,2022,5,3,0,1,1,0,1,1,5,5,4,78,27,2,7,8040,1
Nagaland,2021,5,4,2,3,6,4,4,4,6,6,3,55,55,2,7,23820,0
Delhi,2023,5,7,2,1,4,3,3,1,6,1,2,85,61,1,1,59880,0
Maharashtra,2021,5,1,2,2,4,7,5,7,5,2,3,52,30,2,4,33660,0
Kerala,2021,5,5,1,3,7,9,5,1,6,2,1,116,62,2,1,84720,0
Maharashtra,2019,5,1,2,1,1,2,4,2,6,6,2,108,59,2,7,41340,0
Kerala,2019,5,7,0,3,6,8,0,4,6,2,2,102,67,1,7,26460,0
Uttarakhand,2023,5,5,2,2,7,2,2,4,6,5,1,71,38,1,1,1680,1
Manipur,2023,5,4,2,5,4,10,0,1,5,6,1,103,19,2,4,73260,1
Gujarat,2019,5,1,1,3,6,1,1,7,4,2,4,117,46,2,4,11340,0
West Bengal,2022,5,2,2,5,8,6,3,2,4,6,1,78,44,2,4,76260,0
Delhi,2022,5,7,2,3,7,5,0,4,6,2,3,78,28,1,4,50160,0
Tripura,2023,5,5,2,3,6,6,5,4,4,5,4,58,67,1,1,1020,0
Tamil Nadu,2020,5,3,0,4,7,1,4,2,6,6,3,75,22,1,7,75540,0
Himachal Pradesh,2019,5,4,1,4,6,10,0,2,5,2,4,49,56,2,1,30540,0
Punjab,2019,5,1,1,4,7,5,2,1,4,2,1,100,59,2,1,59400,1
Nagaland,2019,5,6,0,5,6,1,2,1,5,5,4,46,37,1,4,11580,1
Assam,2022,5,6,2,5,1,10,0,2,4,2,3,120,22,2,8,37560,1
Kerala,2021,5,1,1,2,6,0,5,2,4,5,1,114,30,2,8,35640,1
Bihar,2022,5,2,1,3,8,6,4,1,5,1,2,110,70,1,1,48060,0
Tripura,2022,5,2,0,1,6,4,5,2,6,1,2,43,54,1,8,27660,0
Puducherry,2021,5,5,2,5,4,1,3,4,4,1,1,47,39,2,8,10800,1
Tripura,2019,5,4,0,1,2,0,3,2,4,5,4,58,60,1,4,74700,1
Telangana,2022,5,7,0,5,1,9,5,7,4,2,4,45,54,2,4,68040,0
Maharashtra,2021,5,2,0,1,7,10,3,1,6,1,1,80,19,2,7,31800,1
Assam,2018,5,7,1,2,1,5,5,2,6,5,1,118,56,1,1,20640,0
Tamil Nadu,2018,5,5,1,5,4,3,1,7,6,2,3,104,54,1,4,840,0
Sikkim,2019,5,1,2,4,7,0,2,4,4,6,3,67,55,1,8,73560,1
Andhra Pradesh,2021,5,3,2,3,4,0,3,4,6,6,2,84,48,2,8,21180,0
Karnataka,2018,5,5,2,5,2,6,1,1,6,5,3,82,24,1,7,20760,0
Nagaland,2020,5,3,1,5,7,6,2,2,5,2,3,82,68,2,4,50640,1
Gujarat,2020,5,2,2,3,7,2,0,7,5,5,1,77,38,2,8,30420,1
Karnataka,2020,5,6,1,4,4,5,3,7,5,5,1,117,64,1,1,72120,0
Tamil Nadu,2020,5,4,2,5,6,3,2,7,6,6,3,37,23,2,4,26220,0
Andhra Pradesh,2020,5,3,1,4,7,6,3,4,4,1,1,50,65,1,7,36420,1
Delhi,2019,5,2,0,4,2,5,0,7,6,1,4,117,51,2,7,54780,1
Jammu and Kashmir,2022,5,3,2,1,1,4,3,1,6,6,2,70,25,1,4,13260,0
Goa,2023,5,7,1,3,4,4,4,4,4,2,2,55,53,1,1,33360,0
Sikkim,2019,5,4,0,1,2,2,5,7,6,1,3,93,60,2,7,74760,0
Bihar,2018,5,7,0,2,7,7,4,7,4,5,4,67,66,2,8,600,0
Maharashtra,2019,5,3,2,3,7,9,1,7,6,1,2,51,38,1,4,34800,1
Chhattisgarh,2021,5,3,1,1,7,5,2,4,5,2,1,97,69,1,4,16740,0
Goa,2019,5,2,0,4,1,8,2,7,6,6,2,104,27,1,1,55080,1
Karnataka,2023,5,4,1,4,7,4,4,1,6,2,4,46,39,2,4,16440,1
Jharkhand,2020,5,2,0,3,6,6,5,7,5,2,4,71,36,2,8,81240,1
Rajasthan,2022,5,2,0,1,7,10,2,4,6,1,2,59,35,2,8,15420,1
Rajasthan,2020,5,1,1,4,7,6,1,1,5,1,4,62,46,1,1,46440,1
Tamil Nadu,2021,5,2,2,2,7,2,4,2,6,1,3,45,64,1,8,37680,0
Tamil Nadu,2021,5,1,2,3,2,1,0,2,4,6,1,81,65,2,4,30660,1
Manipur,2019,5,2,1,1,1,6,4,7,5,5,4,119,63,1,4,46200,0
Uttarakhand,2019,5,7,1,4,7,5,2,2,6,1,3,74,38,2,4,68220,1
Odisha,2021,5,4,1,5,7,0,5,7,4,5,3,51,29,1,4,12900,1
Andhra Pradesh,2020,5,5,0,1,7,0,0,7,5,2,2,82,18,2,7,14220,0
Sikkim,2018,5,4,0,3,4,6,1,7,6,5,2,31,53,1,4,12780,0
Andhra Pradesh,2022,5,6,1,4,2,2,2,4,5,1,4,88,18,1,4,7620,1
Himachal Pradesh,2022,5,5,2,1,1,10,1,7,6,6,2,105,44,1,8,80640,0
Uttar Pradesh,2022,5,7,1,2,6,3,0,7,6,6,4,62,59,1,4,49200,0
Karnataka,2021,5,3,2,5,6,0,5,7,6,5,2,85,46,2,4,11940,0
Delhi,2019,5,3,1,5,1,5,0,2,6,6,1,101,48,2,8,71040,1
Jharkhand,2021,5,1,1,5,7,4,2,2,6,6,3,35,26,1,7,12540,0
Punjab,2018,5,1,1,1,4,8,0,2,6,2,4,86,52,1,7,21420,1
Haryana,2018,5,2,1,5,2,8,4,4,4,6,4,52,29,1,8,63060,1
Sikkim,2021,5,1,2,2,4,5,3,4,5,5,3,116,64,2,1,61140,0
Rajasthan,2018,5,4,0,2,8,10,4,4,6,2,3,77,36,2,1,56520,1
Jharkhand,2020,5,6,2,5,1,7,2,7,6,6,2,81,53,1,4,660,1
Mizoram,2022,5,6,0,2,7,8,1,2,4,5,4,69,52,1,8,9300,1
Odisha,2022,5,3,0,2,2,0,4,2,5,2,4,37,39,1,7,36600,0
Assam,2022,5,7,0,4,8,1,0,7,4,1,3,31,30,2,7,64500,1
Manipur,2023,5,3,0,4,8,2,0,7,6,6,1,119,42,1,7,72420,1
Sikkim,2018,5,3,1,3,1,5,0,1,5,2,2,120,47,1,1,63780,1
Uttarakhand,2021,5,4,2,3,2,3,3,4,6,2,4,45,40,1,8,5880,1
Tripura,2018,5,5,0,2,4,6,2,4,6,5,3,76,28,2,4,16080,1
Uttar Pradesh,2019,5,2,0,5,4,0,5,4,6,5,2,76,53,2,7,4920,1
Manipur,2021,5,6,1,4,8,6,5,2,5,2,2,65,61,1,4,77640,0
Goa,2018,5,2,2,4,7,9,0,7,6,1,3,50,19,2,1,46200,0
Andhra Pradesh,2020,5,3,1,4,2,7,3,7,4,5,3,94,39,2,1,6660,0
Karnataka,2019,5,3,1,1,1,4,2,2,5,1,1,72,48,1,1,76260,1
Mizoram,2021,5,7,2,4,8,0,3,7,4,6,4,39,39,1,8,81660,0
Uttarakhand,2020,5,2,1,3,4,6,4,7,6,2,1,98,18,2,8,44160,0
Tripura,2018,5,1,2,5,6,8,4,2,4,1,1,53,18,2,4,73740,1
Uttarakhand,2020,5,4,1,1,8,6,3,4,6,6,2,89,18,2,8,39000,0
Chandigarh,2018,5,7,1,5,7,7,0,4,6,5,3,54,19,1,1,25800,1
Himachal Pradesh,2022,5,5,0,1,2,9,1,2,5,5,3,84,50,2,7,84120,1
Uttarakhand,2022,5,4,2,1,2,1,0,2,6,2,4,113,33,2,4,62700,0
Mizoram,2018,5,3,0,5,2,4,3,7,6,6,3,69,54,2,1,18120,1
Jharkhand,2020,5,3,1,2,7,2,4,2,6,6,3,70,34,2,4,14880,0
Tamil Nadu,2018,5,6,2,5,7,3,4,1,6,2,3,104,23,1,4,76440,1
Jammu and Kashmir,2019,5,5,1,1,6,2,3,4,5,1,1,86,66,2,8,48660,1
Andhra Pradesh,2023,5,7,0,4,2,10,2,7,6,6,3,45,65,1,8,77520,1
Bihar,2018,5,4,1,1,4,5,1,7,5,5,1,85,65,2,1,22980,1
Mizoram,2019,5,3,0,5,2,5,1,7,4,1,1,95,26,1,4,26700,0
Puducherry,2021,5,2,2,3,2,7,0,2,6,5,4,56,30,2,1,4020,0
Kerala,2020,5,4,1,3,6,5,5,1,6,5,3,73,20,1,8,28860,0
Puducherry,2020,5,4,1,5,4,9,5,7,6,6,1,35,59,2,7,38820,1
Goa,2019,5,2,0,4,1,0,4,1,6,2,1,115,27,2,4,26100,0
Chhattisgarh,2019,5,2,0,3,1,0,3,2,5,5,1,39,45,1,8,59820,1
Puducherry,2021,5,5,0,3,7,2,5,4,6,1,4,53,61,1,8,59100,1
Mizoram,2018,5,1,2,3,7,6,4,4,5,5,2,106,29,1,7,14160,0
Assam,2021,5,1,2,3,7,4,3,7,4,1,3,42,33,2,8,18300,1
Nagaland,2018,5,4,0,4,8,6,2,4,6,6,3,120,28,2,1,13560,0
Himachal Pradesh,2020,5,1,0,1,2,1,0,2,5,6,1,68,66,2,8,28920,1
Haryana,2022,5,6,0,3,4,5,5,4,6,1,3,67,57,2,1,53520,1
Mizoram,2019,5,6,1,1,2,2,2,1,6,2,2,71,62,2,4,3000,1
Sikkim,2023,5,1,2,4,6,8,3,7,5,2,4,93,38,2,7,21900,1
Bihar,2018,5,7,2,5,7,10,2,7,6,6,4,41,39,2,4,84780,0
Chhattisgarh,2018,5,6,2,1,6,6,0,7,4,1,4,65,44,1,7,48180,1
Goa,2023,5,1,1,3,6,3,4,1,6,2,3,111,40,2,8,16860,1
